order_id,product_id,product_quantity
11959,270,1
1021,991,5
5511,75,7
3742,290,2
3318,261,9
11943,1163,9
3526,900,2
14956,1272,5
11669,1447,7
13482,720,8
416,186,2
200,676,4
7254,239,5
13868,1235,3
12666,498,2
12239,1474,4
185,647,1
1211,223,10
6071,376,10
2403,1056,6
4959,1019,4
11103,520,5
9730,513,1
6970,415,7
9174,1135,10
4832,664,3
4140,1180,2
8238,1147,4
13294,32,10
49,1280,8
12992,1386,8
8336,645,3
14905,57,5
8930,1440,2
14679,1095,1
11287,867,8
12480,1103,1
10657,1202,2
6448,615,4
9274,1208,8
14190,510,8
3495,129,6
10847,1295,2
10383,725,5
13659,1083,2
7276,311,4
4688,918,7
981,1335,5
6701,1448,5
1944,343,9
432,1159,6
11976,989,4
7059,1332,5
14815,995,7
2255,619,4
661,1217,6
13181,943,10
8623,362,2
6895,904,4
11207,1319,3
8312,463,4
2361,1369,2
12488,97,9
4034,603,6
9123,122,1
8994,894,7
13393,606,10
8729,319,5
9886,626,3
1833,743,6
8390,1056,6
9425,666,8
2916,959,2
4016,8,1
2633,1499,5
8260,1286,7
9884,1018,9
13059,387,9
4652,47,4
13936,1306,1
5160,1236,7
11456,845,8
4019,1478,8
6601,623,6
8285,957,8
3470,919,5
12602,445,2
4063,965,2
9475,386,10
12394,75,2
1009,311,8
8201,1012,1
12041,896,3
974,284,2
2729,1169,4
4489,438,10
3670,981,8
8934,687,6
1171,1105,10
12163,914,6
14869,1427,5
3813,1096,1
6641,550,1
3327,851,8
10281,394,8
1048,127,8
8410,1013,3
7168,1279,1
1794,444,2
10081,379,8
5861,1408,6
12165,194,8
8087,410,6
3156,811,3
12949,1143,3
14038,961,9
8034,702,8
6619,248,5
10200,221,10
12765,992,1
14073,148,9
7000,187,6
8073,1054,2
6091,424,7
5077,925,8
440,1428,6
1816,853,5
4910,1153,1
5357,362,8
9806,152,1
7845,1481,6
3519,1456,3
2519,1298,1
3962,1302,3
6480,1238,7
10817,673,8
3395,329,7
7517,1317,6
6940,1436,9
9606,283,2
11690,1144,9
7256,93,1
7913,1015,1
6114,866,1
10132,1323,2
5042,240,2
3818,710,5
13712,387,6
9084,1178,4
14541,440,8
10822,185,2
5360,1081,1
14110,1098,10
2317,98,5
9885,1281,1
6824,895,1
6750,832,7
11562,832,7
9798,1257,4
8031,1357,6
10589,857,3
8742,1397,6
12792,199,8
7407,203,7
163,542,8
7409,1273,10
14944,832,5
7678,1000,1
9531,561,8
5210,17,4
12297,751,7
7148,1276,1
6140,663,5
11791,1383,6
5304,1226,3
11458,568,8
12154,602,9
3830,514,6
2359,1418,1
296,532,9
14827,131,5
7736,617,3
2985,1351,7
12485,1320,1
2875,583,2
10515,1446,7
3945,1219,2
6765,285,1
10460,926,3
5267,1180,8
978,962,5
2834,1043,4
13047,783,5
14661,358,6
1891,1230,7
3941,1285,10
4100,548,3
670,723,7
1598,668,2
1593,885,5
1652,942,3
3257,259,2
7265,512,6
3480,138,7
3583,401,1
8074,475,4
1593,1169,10
14124,449,6
13174,524,6
4059,10,6
5088,649,10
8212,1435,1
11230,903,7
6955,616,6
6143,148,1
248,691,2
5183,1362,5
4974,1161,8
12576,10,10
1880,732,4
12923,1291,9
5154,649,9
12780,526,6
8510,639,7
11050,788,3
6863,625,3
5091,983,7
4655,794,9
6202,1257,2
809,1263,8
8042,1324,9
5966,1327,7
9689,742,1
9242,22,10
3550,1319,7
8102,543,3
11126,1225,6
197,1479,5
14969,423,10
14309,1347,5
5076,1031,10
8525,840,6
13866,1392,7
2170,1400,8
10874,255,4
2542,474,6
867,778,7
5623,669,5
11332,253,4
12561,985,1
5392,1186,8
6519,519,5
6818,1485,8
13802,1066,4
8064,100,8
11471,1364,3
14100,306,4
12577,227,10
13493,1334,6
5359,1035,10
1503,332,6
10750,212,5
4031,480,7
8315,1060,6
1772,247,4
9161,703,5
5502,190,10
13450,686,3
1770,947,5
3866,1327,5
11631,223,1
10198,61,10
8110,180,8
4150,438,6
903,978,7
10420,1334,7
2328,365,7
4098,1398,7
1853,1328,9
11256,1013,10
5053,892,6
8491,488,1
14585,1227,3
12727,1304,1
14308,28,4
1187,1354,8
2352,313,2
8956,950,1
3394,731,7
11394,238,10
5425,725,1
5850,1172,7
8694,435,7
6015,1053,5
8684,22,5
10677,72,10
9324,625,1
11431,592,1
9336,653,8
9927,252,3
5753,722,6
2951,913,1
11294,1429,10
8550,358,10
11472,1123,1
5399,1389,10
13707,228,7
9674,1479,10
6941,107,9
14670,1130,1
14574,255,4
4797,511,2
1740,663,5
2390,1177,10
10669,358,5
3738,1181,8
14925,951,2
7733,942,10
11149,152,1
1722,509,3
6992,1057,4
13803,1116,3
2105,212,9
11766,698,10
4086,1251,10
344,1081,2
6163,1193,2
10115,894,1
1836,608,1
9715,253,3
8358,361,4
4984,771,5
9359,156,4
5447,1281,3
7923,691,2
1980,1099,4
8131,318,1
1144,1281,3
12991,532,7
11014,1440,2
7959,114,1
1114,476,9
1249,157,10
5740,861,10
9484,1011,5
14089,779,1
14483,63,5
7964,1178,5
11659,360,8
9638,515,7
10947,518,1
13745,925,2
10456,280,7
8039,190,4
8751,765,10
1419,229,10
12183,454,4
9897,835,6
1978,1237,4
7674,1339,2
13964,1026,9
12176,930,6
9615,1318,9
5852,710,4
14611,1221,10
9848,699,1
5806,1179,6
13751,1300,10
14388,1003,1
643,153,4
2242,697,4
4474,771,4
2079,261,8
7440,1293,2
9574,1058,5
2634,1301,7
2130,313,4
8362,1050,7
13631,28,7
9244,787,9
8240,1348,3
9450,249,10
13596,346,6
8261,671,7
1079,695,8
2003,1311,7
4297,1000,7
3508,1296,8
11607,703,9
10197,1178,2
3099,1458,1
3554,1233,10
3504,622,10
3605,1405,8
2501,1423,2
13587,1330,4
8795,384,4
10424,1454,5
9272,1328,6
10169,221,10
3561,642,10
4197,815,6
9560,234,9
3972,373,10
9110,1484,10
3014,666,4
2391,1104,9
234,1397,6
5528,977,4
9612,979,5
6732,704,2
11634,1455,8
3690,1019,5
9507,1287,3
2696,668,9
202,751,1
12362,332,3
13552,1273,1
4836,828,8
13341,647,6
11062,600,4
11231,968,4
9936,154,6
1666,1073,2
5033,91,7
1286,1255,4
9459,807,2
8051,195,9
655,549,3
282,514,6
1779,569,1
8726,1276,6
4672,240,4
13797,505,10
6368,259,4
13272,1341,10
14584,1414,9
6578,1457,6
6930,762,10
7175,1333,6
9580,413,5
1815,512,2
12187,743,3
1092,355,5
28,501,10
1690,917,7
12553,647,2
1179,537,1
3116,252,2
6745,1333,2
14757,612,5
10675,934,1
5136,712,4
4379,842,3
12506,1498,5
13815,1178,5
6571,493,3
10533,1338,10
7507,56,8
12018,463,4
8057,545,6
2887,1064,8
12028,1332,1
14645,324,3
12522,304,9
2702,720,6
13990,1345,2
9329,298,10
13931,580,2
7194,67,1
5408,954,1
6964,647,6
14805,860,2
12374,408,2
2889,490,6
4606,768,4
7044,261,8
10737,278,6
6832,565,10
4272,765,5
8642,1325,2
13630,366,4
5140,1159,9
13841,1121,2
8809,809,7
12479,1456,3
13844,732,1
14449,389,2
4483,7,3
9114,118,7
13305,280,2
4414,981,4
6178,792,8
5366,1366,2
13502,12,9
13575,822,7
9915,1453,10
913,14,3
6459,697,5
7085,447,10
12617,70,6
13916,25,1
10286,1389,5
3111,830,7
1446,1388,4
9836,760,10
1391,498,7
10795,257,8
6777,1147,9
8017,280,10
14077,522,2
4023,1431,9
5972,1114,1
10393,283,5
9841,695,3
14993,667,10
7430,915,8
13609,164,3
7342,1222,10
7805,1378,10
8293,1277,7
4678,1186,9
5300,1092,5
2111,1265,1
8426,1436,8
13955,1414,9
10608,370,2
2005,1120,4
1433,1086,2
7111,224,1
14095,822,9
12069,778,6
13271,1071,2
4223,974,10
5261,1015,1
554,85,8
8238,1392,6
5576,1366,1
1903,201,9
3293,1342,9
7209,577,6
5376,777,3
4737,1261,6
714,1149,4
8422,780,8
1922,1030,7
9635,172,10
12626,1279,2
14173,1182,4
2291,376,9
177,532,10
5476,139,2
799,145,3
12206,150,10
4214,891,5
566,530,6
233,172,9
6371,893,8
2014,1159,7
12596,1214,6
11169,85,3
8388,1268,7
7228,745,5
6227,95,2
6612,46,1
402,441,8
1798,1130,2
913,1133,10
3721,509,5
14634,643,2
11860,1086,5
1046,1428,9
3908,1206,10
13870,960,10
131,1258,5
8753,356,9
13919,978,6
7511,641,6
1609,1021,3
3822,1435,5
2988,102,3
8512,272,5
13379,872,6
14811,686,1
9077,699,2
14324,221,7
3385,21,10
2574,432,2
6515,1288,2
5661,318,6
4723,1223,1
11877,1103,3
10966,1462,10
6273,990,10
9433,1230,9
1882,1226,3
7154,295,4
13737,570,1
10369,278,10
14947,161,3
7295,1253,5
3385,1343,9
2482,233,10
10291,1256,4
2548,1187,3
6397,1314,1
14735,1391,10
13975,243,2
12082,1183,2
2980,911,9
3057,1126,1
530,1323,4
14719,1496,8
5579,169,5
373,447,2
14588,931,10
4436,661,7
11734,602,10
12136,873,2
11743,43,2
5683,833,4
518,924,8
12858,133,4
1645,710,5
14503,653,6
10422,691,3
6044,806,1
3126,521,3
14032,23,10
10263,442,9
14851,1304,2
9061,931,3
14374,201,4
7003,1041,2
11592,1363,5
8015,1170,1
3702,125,2
7822,192,8
4130,1430,9
11193,667,5
8093,1250,3
13172,111,4
14612,499,1
13595,1051,1
6380,1204,6
3284,121,6
1694,413,2
9833,478,6
1279,1296,2
3924,308,2
3915,353,10
10667,848,6
13481,504,5
14265,361,8
12499,1050,7
10575,1409,3
882,635,8
8177,283,3
13796,263,8
9258,1082,5
3663,926,8
4681,1183,4
4714,436,1
8329,1375,2
11335,148,5
8941,1391,7
4667,1394,7
7631,1266,2
5979,235,7
13190,251,1
1711,1363,10
6687,1085,6
8032,1266,7
11174,336,7
81,1127,7
1490,4,2
7737,535,6
13734,190,8
14841,100,9
12433,468,3
14197,891,5
2223,583,8
1920,55,8
4792,1253,8
11455,1073,1
9993,1188,1
1911,1212,5
8817,1191,8
12299,922,1
2985,193,4
14465,610,9
3923,1362,9
9764,90,2
8282,546,8
12453,1261,2
12515,1261,10
14818,1218,8
7323,530,8
6640,1086,8
1480,396,8
9973,322,5
2321,518,8
13948,1468,2
8425,1302,3
848,1208,4
11496,1151,1
5868,1099,8
5011,587,7
8985,168,4
9872,662,9
14537,1457,2
8035,451,10
5571,778,10
1344,1018,9
503,1191,10
1590,1491,6
2879,457,8
1889,797,2
7256,994,3
7434,816,5
2319,1475,6
7355,487,7
6183,167,1
1605,1152,9
199,111,3
1796,26,1
8446,1119,4
11219,481,5
12237,1483,4
12005,715,10
8699,1204,4
13243,138,5
6338,1224,4
778,1206,5
10375,1315,6
5359,1342,6
8922,1491,4
878,654,3
7854,167,9
8100,1090,1
10389,1019,9
1363,607,7
5518,1414,2
7662,843,10
14948,1315,10
2529,916,1
10827,245,5
1107,1430,7
14041,1493,5
13538,111,5
13596,1018,3
11068,1112,7
7000,334,6
8272,346,4
11035,1181,10
2840,1275,6
4414,869,1
3639,1069,2
13864,337,6
10,944,6
288,1248,6
12025,661,3
10851,380,2
14252,1142,2
9209,606,1
13215,344,7
11770,1063,4
11243,1376,9
1043,1443,7
3144,1396,9
12047,799,9
8136,705,9
8301,1456,8
9503,583,4
11940,18,5
11846,984,6
9650,977,2
764,1096,2
2395,1142,1
11381,230,5
7988,891,3
8591,1215,2
11306,1293,3
12327,445,1
4815,1357,2
3779,194,10
9537,1092,9
7821,396,8
7077,1183,7
4204,931,5
518,719,3
13544,187,10
3062,402,9
12093,458,2
13144,106,3
12600,1410,1
6501,410,3
11502,677,9
701,590,5
1609,216,7
10909,74,6
5599,889,4
8389,1080,10
5529,368,5
4889,61,2
14840,66,2
1983,1469,6
11003,1462,3
6055,1139,5
5442,499,2
10591,153,1
5382,731,3
11235,1281,5
4226,1197,7
10463,1358,5
4280,464,6
8178,467,5
13201,1364,8
12540,1185,7
11117,836,5
929,81,1
3193,1045,4
1932,1180,3
3132,512,7
14154,1228,2
10252,64,4
1707,54,6
12015,251,5
8380,1184,7
12694,186,1
3324,218,10
13512,291,10
935,306,9
4575,1255,6
10076,647,2
10516,1300,9
12745,651,6
10792,684,3
8997,266,2
5473,282,4
4828,610,5
8657,496,6
14936,515,1
2326,441,8
13294,1097,6
2077,162,3
4420,247,6
14118,1487,6
10369,1273,10
2744,659,8
2260,760,1
8327,552,4
12215,435,6
9881,662,10
6311,679,6
6094,517,7
6947,1354,1
7727,1231,4
6459,1414,9
1488,680,5
14026,1204,1
5159,987,4
10430,590,6
4479,974,8
1521,79,5
5434,1294,5
14615,846,9
14661,272,9
5040,1194,9
12660,1136,2
7660,79,7
14256,664,5
4843,1258,2
14581,489,5
8253,883,9
2784,151,1
12996,189,2
7230,221,4
5310,677,3
4937,1071,6
14841,853,9
12540,493,3
7465,1357,9
4026,592,5
13910,1437,4
1787,656,9
10036,210,1
13291,569,8
7895,78,10
5840,1245,2
2891,138,5
5980,1455,1
14046,238,2
6692,316,1
8197,149,8
6384,560,5
1048,985,10
13458,1271,5
11191,1080,3
3405,1330,10
88,716,4
4023,1496,3
3045,1166,4
11798,105,4
11094,561,4
2412,1022,4
5662,1440,6
3604,372,6
9689,530,10
8955,325,4
5997,178,3
5275,87,8
13233,1112,8
7234,510,2
9191,1461,5
7846,1010,5
6777,1305,2
5567,1420,6
6764,131,8
5910,943,5
1521,16,7
2731,29,8
9975,1330,7
13676,135,6
980,1200,1
2409,217,8
8246,885,5
11871,1411,8
8008,708,2
8385,749,6
6509,1164,3
8028,263,10
8088,895,7
3323,794,3
5579,988,8
6788,411,7
14622,106,3
14885,548,7
1342,1097,6
5340,696,1
12365,8,1
3301,660,5
843,1274,6
5656,529,9
13214,919,3
12154,472,6
2896,1480,5
6769,411,6
9794,1445,2
4871,1168,5
2615,1342,8
2407,1056,1
1899,1235,8
9604,862,7
9438,543,7
1650,1398,9
9205,915,4
10091,383,7
1543,1381,10
3748,59,5
3337,55,1
7230,1256,1
9963,876,4
6655,959,10
14948,1499,2
14764,758,10
3339,478,2
2570,59,3
7195,1459,7
5079,1165,5
8973,687,5
8766,1076,5
10276,77,10
5237,70,2
8017,575,7
4944,1489,8
5835,731,4
14836,1218,8
6184,938,9
5652,723,3
4197,1454,1
2001,1151,6
9174,554,4
2358,189,2
9343,858,9
3453,1408,2
7420,172,5
3388,591,9
123,1390,5
4532,559,4
10612,701,5
4773,1109,7
5313,1099,8
1037,645,9
1851,742,3
6070,691,6
12139,265,10
2787,1206,10
112,1098,2
4633,1414,7
2071,638,6
12324,863,2
2466,143,6
806,878,8
8616,99,8
9772,827,8
8910,1062,2
5297,539,1
536,940,4
8041,705,7
9780,221,5
5405,1366,9
3795,1426,5
5336,1010,8
9509,1451,10
3462,428,9
14825,440,10
8219,886,7
10010,976,1
2105,527,3
13096,865,2
6747,1169,5
1440,1341,2
12608,828,9
2476,365,4
3048,474,4
4389,52,2
13989,336,9
4017,824,9
2908,1206,4
11332,1050,8
13323,20,9
8095,1072,10
10556,283,4
5316,406,5
13939,942,5
1247,1130,4
67,1226,6
7104,486,5
12013,823,9
844,1114,1
3598,321,2
12630,594,1
6600,333,4
4903,73,3
12345,383,5
500,403,1
2418,1278,2
3336,725,1
8654,1493,1
5544,149,1
9300,855,6
5516,35,4
3493,425,9
9003,1094,8
1944,927,3
11780,481,2
14886,1253,3
4146,1485,7
14726,222,7
6419,850,7
10794,1303,9
2544,56,1
13564,1297,1
2105,578,7
10134,650,4
13750,90,1
14450,456,8
5730,535,3
13541,636,10
8388,1239,10
5501,391,6
8413,398,7
10835,338,5
3293,138,7
13272,265,5
1899,1477,10
2754,154,6
4652,815,8
9053,1443,10
3184,764,2
10936,473,7
13699,953,9
1801,878,9
12120,1349,6
3496,569,1
8572,628,1
5915,23,8
14655,939,3
7181,565,8
12434,707,3
13595,427,8
11208,570,10
14488,828,8
4714,964,3
8218,1093,7
11599,1444,2
1058,831,5
2645,1335,6
1096,7,6
9644,1121,3
8777,930,10
9118,1397,3
5742,78,3
14511,1134,5
343,1071,6
12415,1213,7
1174,1216,9
3697,1279,8
8032,935,3
10048,556,10
5028,235,3
5858,896,4
5112,1113,6
3527,1381,2
11233,638,9
14511,986,10
10771,512,6
5663,305,1
2635,68,1
1974,1249,8
14247,462,4
1794,1449,3
828,66,9
10361,1389,8
5759,106,10
10514,1420,6
3281,1418,5
12653,556,7
3420,49,7
4713,849,10
14883,1410,10
11662,403,3
5794,1359,2
4687,412,6
11536,742,2
6407,1041,1
5046,294,7
3244,1139,9
5871,453,6
13542,1205,5
4976,260,3
8958,1121,7
25,112,4
11441,1143,5
9607,501,7
9036,1456,2
9585,1089,1
12506,753,7
14657,760,8
14945,1416,9
11423,1498,2
6454,559,4
12313,219,4
5596,573,5
1001,815,5
5767,1036,10
4073,1065,6
3697,37,5
1948,1211,1
14058,1279,5
12190,984,7
11485,1347,6
12914,1267,10
2128,131,8
555,1470,9
14763,1097,3
4320,1031,9
11442,68,1
2771,455,10
5276,1136,4
5183,1230,1
7394,970,6
3359,1054,2
9918,1482,2
4240,505,3
3094,738,3
14128,1222,1
13753,413,4
3450,1456,6
12114,1390,5
6155,430,7
2011,1171,4
10673,1183,3
7415,1263,6
2567,345,8
4038,446,3
1504,956,9
2576,1223,7
1117,960,6
14686,541,8
1488,347,9
10105,1178,10
9567,866,6
2852,210,2
12709,374,2
6186,794,8
8486,1167,1
8758,408,10
10036,341,5
14290,519,4
7653,817,7
11854,1096,6
14156,504,1
4520,485,1
11319,1280,1
8776,264,6
11574,1368,7
11757,986,4
12922,11,9
13534,772,6
2988,883,7
3420,36,8
12967,881,2
14194,1254,3
6069,510,3
6168,21,4
8134,1113,1
4380,47,5
2574,862,1
8761,463,3
9515,99,9
2082,247,3
3100,43,4
2338,1277,4
497,1323,7
14146,111,2
9486,871,1
1276,86,1
12455,489,1
5273,383,7
529,920,8
14011,1476,5
4930,1327,7
1117,614,3
2847,376,1
9928,1313,9
10538,532,1
1529,1480,8
4489,784,6
10312,827,2
10080,57,3
5052,739,4
5664,754,2
12251,1296,3
10373,158,8
1810,587,2
1675,40,1
6679,630,5
4850,830,5
9506,1358,6
5052,543,8
3650,316,5
10282,94,6
14546,1308,8
9966,533,4
12199,1199,2
11546,570,10
1823,785,5
6204,52,10
115,471,4
460,1383,5
11692,560,2
14994,1118,8
9620,221,2
8960,112,2
4135,974,3
6059,508,8
4949,49,4
3912,136,10
8154,1443,3
3965,572,8
12316,1345,8
12155,1425,9
12300,1100,1
5634,297,9
8182,355,10
3639,28,9
8117,566,6
1010,1186,2
8356,531,8
12441,247,5
445,439,9
3099,1437,3
11149,1142,2
3552,143,2
7078,878,9
10011,802,1
3582,1239,2
5998,1213,3
11027,1102,9
1855,120,9
5974,199,8
3424,1234,6
14073,819,4
14567,747,1
5370,509,10
11551,366,8
10383,1057,8
111,1223,10
10264,341,10
7546,457,3
6969,901,9
8204,717,2
14536,684,2
8003,1496,6
9267,1379,3
3702,317,6
688,691,9
9394,9,7
4552,1134,2
9502,1025,3
8725,711,4
3237,1264,9
7268,1256,2
14662,647,8
527,716,6
1204,1318,9
14609,508,6
1920,301,9
8865,1408,2
1310,396,5
10369,1154,7
7419,1428,2
9112,913,8
6707,703,3
5359,792,1
7190,842,6
13550,28,2
2601,323,2
4648,640,1
849,375,2
6717,700,6
1094,779,10
12902,394,7
8790,1381,8
2847,424,10
5851,270,3
2543,484,1
6291,71,5
786,408,10
8351,1486,5
10717,88,10
5419,379,3
10411,688,1
12788,951,5
1785,657,6
3631,398,5
2599,52,7
7079,27,9
866,532,1
1952,457,8
7772,1337,3
3208,1230,3
8689,1034,1
2831,1398,8
10915,638,10
14745,1211,3
1392,780,7
1568,885,6
1913,170,7
5434,926,5
12540,1176,10
2642,215,7
12247,554,8
3521,1388,8
11311,1090,7
6545,1413,10
14852,326,10
12441,526,10
11824,372,8
5266,1212,2
9012,739,5
4751,723,6
616,640,7
678,1356,4
13614,510,10
7828,1474,1
7416,423,6
2913,288,8
6460,778,3
7251,654,6
3655,439,8
5959,231,2
4129,1015,2
4717,219,8
249,1472,7
13531,162,5
10168,638,10
274,250,10
14127,164,6
2761,847,2
7196,778,5
13127,682,8
6396,1094,1
2847,992,1
8091,779,5
11550,897,8
1667,1151,9
6480,1410,6
11210,1374,10
12922,1429,5
14216,716,4
14235,315,5
10118,838,6
6659,1213,4
2192,304,4
8492,595,8
4656,996,8
8512,339,6
11209,923,8
564,1325,1
4920,1056,1
9739,743,10
11064,647,9
2774,129,10
368,458,2
231,289,1
3859,1287,10
3382,1315,6
13748,834,7
937,541,10
277,195,1
13425,605,7
13909,656,7
8688,1001,6
14833,948,10
10488,1325,2
12,30,1
6761,1278,8
13792,386,7
13016,1461,6
13029,108,5
11047,477,8
8925,359,9
6640,146,7
8957,1461,7
291,1158,2
6901,166,4
6327,1190,1
12883,460,9
7124,914,3
590,996,9
14899,511,4
1029,1386,8
4309,1295,9
11572,1367,2
2586,1471,2
10561,166,9
12223,101,9
5873,14,9
11271,1269,5
7437,647,10
1378,971,10
10672,1318,5
1283,487,5
11284,1069,5
12362,1235,8
477,1,10
13847,956,5
566,1127,1
8772,373,9
14869,339,2
12461,1449,4
10004,337,5
7869,1078,10
9959,444,8
10796,715,9
13122,97,6
4450,775,1
5615,1244,9
10152,414,1
10509,525,1
8201,966,10
4202,937,3
8262,291,2
11697,392,2
13847,340,3
13648,1108,7
10097,1427,7
13620,1416,2
5936,566,1
10352,850,1
8364,97,6
9384,755,7
10529,1255,1
10453,1115,10
6749,128,5
11772,1206,5
1496,1229,2
9807,466,4
8415,293,6
256,217,8
3762,955,8
7586,176,4
8069,780,6
14121,192,7
1085,127,7
3571,783,5
14255,473,9
12903,693,4
3897,1300,10
3381,1040,2
701,1231,2
4101,248,5
13070,397,3
6810,770,3
10026,47,6
9998,724,5
6457,1275,2
13923,1230,1
11179,1101,7
2361,1087,4
14596,1177,4
10665,950,3
8778,1060,10
11089,203,8
13868,550,4
6717,1003,4
10689,1189,2
1816,1030,6
12851,167,2
3660,563,9
3346,658,1
11103,848,4
10745,777,7
4397,182,6
8924,1454,3
2422,1403,3
5738,402,6
14967,1490,9
3169,408,6
3239,294,3
3598,1398,2
11927,89,10
7487,1387,6
2884,1092,8
1043,371,9
2463,755,1
14972,285,3
14540,1345,10
998,1407,8
12396,645,7
5593,656,5
2256,1320,7
3046,894,8
3777,173,2
785,955,7
11161,921,1
3286,161,1
2256,1222,9
10708,272,2
1323,688,9
9356,48,8
5180,1427,1
11035,888,2
6418,80,9
9655,1328,8
2483,144,10
13885,764,1
3867,1042,9
2319,1432,3
5870,714,2
8560,1264,1
7755,183,9
14092,140,3
11973,658,1
5041,262,1
652,1155,9
14637,347,1
11332,295,3
6200,255,9
6091,886,3
134,1053,3
12850,996,2
13110,611,2
8493,1143,1
14568,1246,1
12515,795,10
5219,270,6
14329,672,10
14827,1105,7
8774,1424,10
4753,104,2
9494,302,8
928,637,8
3037,686,5
9296,423,7
12468,65,7
11396,685,8
14816,27,10
8736,1083,9
3119,974,3
13679,629,3
6869,725,3
4044,33,7
13014,1337,10
11522,207,6
11640,1322,4
7278,959,8
3985,1247,3
4989,1118,1
3943,16,6
129,70,9
2711,338,3
14754,713,9
5653,1450,4
8223,95,7
3848,513,3
4524,520,7
4890,108,4
7001,572,10
4238,1237,7
1467,1236,7
11716,502,5
11763,983,5
12336,1017,2
2278,769,9
12860,636,4
13801,1204,2
11740,849,9
686,842,2
9519,331,7
13621,1497,4
11707,1488,5
950,1352,7
5165,1463,7
2869,378,9
12262,1042,10
2480,908,2
7641,961,3
1793,474,3
8752,812,7
14208,783,3
5644,642,5
2155,183,1
11323,622,4
5717,773,5
14388,749,2
8101,1360,2
1196,1194,7
4775,24,6
2189,979,3
13210,683,4
2089,451,6
2787,254,1
9264,508,1
7843,1286,3
12776,192,9
8602,1458,1
10724,423,10
422,666,5
1884,1318,2
9623,428,7
11732,1123,8
1008,159,7
3955,1335,5
7790,1037,3
13536,744,9
388,556,10
13334,841,7
415,614,10
