customer_id,order_date,order_status,payment_mode,shipper_id
2832,2024-01-03,Cancelled,Debit Card,7
1551,2024-03-18,Delivered,Debit Card,2
3507,2024-01-11,Cancelled,Bank Transfer,2
661,2024-12-11,Pending,Debit Card,9
2607,2024-11-17,Delivered,Bank Transfer,1
1854,2024-03-01,Pending,Credit Card,6
4665,2024-09-16,Cancelled,Credit Card,7
589,2024-08-03,Pending,Credit Card,2
3504,2024-05-14,Pending,COD,5
1195,2024-10-06,Cancelled,Bank Transfer,8
45,2024-07-17,Cancelled,Credit Card,10
3799,2024-05-31,Delivered,Debit Card,8
3849,2024-08-06,Cancelled,Debit Card,6
4407,2024-01-24,Pending,COD,2
1580,2024-06-04,Delivered,Debit Card,10
2649,2024-10-25,Pending,Debit Card,2
1086,2024-04-05,Delivered,COD,5
131,2024-11-02,Shipped,COD,3
1619,2024-04-02,Shipped,COD,5
4779,2024-02-14,Shipped,Credit Card,2
182,2024-06-15,Delivered,COD,9
4430,2024-08-30,Shipped,Credit Card,10
1141,2024-07-26,Pending,Debit Card,6
4519,2024-03-23,Shipped,Debit Card,5
685,2024-08-27,Shipped,COD,6
3224,2024-11-21,Pending,Credit Card,5
1797,2024-06-24,Shipped,Credit Card,6
498,2024-10-03,Pending,Credit Card,5
1262,2024-04-16,Cancelled,Bank Transfer,5
1504,2024-02-20,Pending,Debit Card,7
4035,2024-05-28,Pending,COD,1
2553,2024-11-12,Delivered,Credit Card,7
988,2024-04-29,Pending,COD,10
370,2024-08-27,Shipped,Credit Card,9
1866,2024-06-25,Delivered,COD,5
3202,2024-10-30,Cancelled,COD,1
561,2024-02-09,Pending,Bank Transfer,6
4381,2024-06-13,Pending,Credit Card,6
4293,2024-08-23,Delivered,Bank Transfer,9
47,2024-02-27,Shipped,COD,1
3523,2024-01-01,Delivered,Bank Transfer,4
598,2024-01-07,Shipped,Credit Card,7
3693,2024-11-27,Pending,Debit Card,7
1379,2024-12-10,Delivered,Debit Card,1
4966,2024-07-04,Delivered,Bank Transfer,8
4592,2024-11-12,Delivered,Bank Transfer,2
1969,2024-06-22,Delivered,COD,6
3146,2024-03-02,Pending,COD,6
3033,2024-03-24,Pending,Debit Card,5
3165,2024-09-21,Shipped,Bank Transfer,7
1266,2024-07-31,Shipped,Debit Card,2
2290,2024-07-11,Cancelled,COD,8
2222,2024-03-15,Pending,Debit Card,4
4565,2024-09-24,Pending,Credit Card,3
4202,2024-01-09,Shipped,Bank Transfer,4
3200,2024-09-20,Cancelled,COD,3
3803,2024-12-27,Delivered,Debit Card,6
54,2024-02-18,Cancelled,Bank Transfer,1
4555,2024-10-12,Pending,Debit Card,4
2698,2024-10-25,Delivered,Credit Card,10
3444,2024-10-30,Cancelled,Credit Card,8
4942,2024-05-15,Pending,Debit Card,9
2334,2024-08-30,Shipped,Credit Card,10
1023,2024-02-03,Delivered,Debit Card,10
4468,2024-07-30,Pending,Debit Card,1
4501,2024-09-30,Shipped,Bank Transfer,8
1041,2024-12-18,Delivered,COD,9
563,2024-01-21,Cancelled,Credit Card,3
4684,2024-08-23,Delivered,Debit Card,5
1779,2024-10-29,Delivered,COD,4
3508,2024-11-08,Delivered,Bank Transfer,1
3797,2024-06-03,Shipped,COD,10
169,2024-11-17,Delivered,Credit Card,4
4531,2024-07-18,Delivered,Credit Card,5
3261,2024-09-30,Shipped,Credit Card,10
1858,2024-08-12,Shipped,Debit Card,7
4164,2024-12-01,Shipped,Debit Card,6
3988,2024-05-16,Cancelled,Debit Card,9
1181,2024-08-09,Pending,Bank Transfer,6
3492,2024-05-05,Pending,Debit Card,6
4530,2024-06-20,Cancelled,Debit Card,10
1253,2024-11-15,Cancelled,Credit Card,7
374,2024-06-14,Pending,Bank Transfer,4
3017,2024-03-20,Shipped,Debit Card,1
4133,2024-08-24,Pending,Bank Transfer,5
4601,2024-02-13,Delivered,Credit Card,6
759,2024-01-06,Shipped,Bank Transfer,1
4019,2024-04-15,Cancelled,COD,8
3847,2024-12-29,Cancelled,Credit Card,8
4801,2024-05-07,Cancelled,Bank Transfer,5
2667,2024-06-06,Cancelled,Credit Card,5
867,2024-11-10,Pending,COD,1
4152,2024-03-07,Shipped,Bank Transfer,7
2426,2024-07-27,Delivered,Credit Card,7
1686,2024-06-17,Shipped,Credit Card,3
3065,2024-07-20,Cancelled,Debit Card,4
1027,2024-09-28,Pending,COD,9
1798,2024-09-11,Shipped,COD,3
4896,2024-11-20,Delivered,Credit Card,3
4469,2024-10-29,Delivered,Credit Card,3
3180,2024-11-15,Pending,Debit Card,8
4270,2024-05-04,Pending,Debit Card,2
4706,2024-06-27,Cancelled,Credit Card,7
1943,2024-07-17,Delivered,Bank Transfer,3
3403,2024-01-11,Delivered,Bank Transfer,4
1866,2024-08-21,Delivered,Bank Transfer,6
1873,2024-05-17,Cancelled,Credit Card,2
2477,2024-05-20,Cancelled,Bank Transfer,3
2731,2024-03-29,Delivered,Credit Card,6
4113,2024-11-17,Cancelled,Credit Card,2
1365,2024-11-04,Shipped,Debit Card,1
3113,2024-08-05,Shipped,Bank Transfer,7
231,2024-12-22,Cancelled,Bank Transfer,10
211,2024-09-08,Cancelled,COD,4
4530,2024-06-11,Shipped,Debit Card,8
4235,2024-07-24,Shipped,COD,8
11,2024-10-31,Delivered,COD,10
813,2024-11-17,Shipped,Bank Transfer,7
2838,2024-09-23,Delivered,COD,10
1934,2024-05-21,Shipped,Debit Card,9
3252,2024-12-13,Pending,Debit Card,9
195,2024-08-03,Delivered,COD,8
64,2024-12-08,Cancelled,Debit Card,9
3134,2024-07-06,Delivered,Credit Card,2
3128,2024-08-21,Cancelled,Debit Card,8
294,2024-06-11,Cancelled,Bank Transfer,9
4210,2024-12-26,Shipped,Debit Card,9
939,2024-01-15,Shipped,Credit Card,10
3573,2024-02-16,Shipped,COD,9
530,2024-04-28,Delivered,Debit Card,5
4148,2024-08-12,Shipped,Debit Card,10
1460,2024-08-22,Shipped,Bank Transfer,9
10,2024-06-24,Shipped,Debit Card,3
3662,2024-01-31,Cancelled,Debit Card,7
4035,2024-03-19,Cancelled,COD,5
2472,2024-03-30,Delivered,Bank Transfer,1
491,2024-06-30,Shipped,COD,10
8,2024-12-28,Delivered,Debit Card,4
2686,2024-01-18,Cancelled,Bank Transfer,2
1770,2024-06-02,Shipped,Bank Transfer,4
4958,2024-05-05,Pending,Credit Card,5
3294,2024-07-04,Delivered,Debit Card,8
402,2024-10-11,Delivered,Bank Transfer,7
1284,2024-11-19,Delivered,Debit Card,7
394,2024-10-11,Shipped,COD,7
1782,2024-05-31,Shipped,Credit Card,5
1909,2024-08-28,Shipped,Credit Card,3
521,2024-09-22,Pending,COD,9
1920,2024-04-29,Delivered,Credit Card,1
2000,2024-02-25,Shipped,Bank Transfer,10
524,2024-06-02,Shipped,COD,9
1111,2024-07-30,Pending,Debit Card,4
2493,2024-08-29,Shipped,COD,9
337,2024-09-08,Shipped,Bank Transfer,4
2540,2024-05-01,Shipped,Credit Card,7
3460,2024-02-19,Cancelled,Bank Transfer,4
4884,2024-12-24,Shipped,Debit Card,5
1750,2024-04-11,Pending,COD,8
749,2024-11-08,Shipped,Debit Card,4
3001,2024-02-28,Shipped,Bank Transfer,6
400,2024-10-25,Pending,Debit Card,6
246,2024-09-02,Pending,Credit Card,9
1134,2024-08-18,Cancelled,Credit Card,1
1537,2024-09-28,Cancelled,COD,6
4394,2024-08-14,Shipped,Debit Card,8
1041,2024-08-30,Shipped,Bank Transfer,7
438,2024-05-29,Delivered,Credit Card,2
2180,2024-07-16,Shipped,COD,2
2454,2024-09-27,Cancelled,COD,5
3583,2024-02-19,Shipped,COD,7
523,2024-04-29,Delivered,Bank Transfer,3
1942,2024-02-23,Pending,COD,10
356,2024-09-19,Pending,COD,7
1954,2024-06-28,Pending,Bank Transfer,2
631,2024-09-12,Shipped,COD,1
120,2024-04-27,Shipped,Credit Card,6
2983,2024-08-31,Pending,Debit Card,6
3179,2024-05-01,Delivered,Bank Transfer,7
2087,2024-02-16,Cancelled,Credit Card,6
311,2024-11-08,Cancelled,Credit Card,10
303,2024-12-21,Delivered,Credit Card,10
1156,2024-07-09,Delivered,COD,5
1163,2024-10-08,Pending,Credit Card,2
2326,2024-09-06,Shipped,COD,8
1077,2024-11-28,Pending,COD,8
2022,2024-08-06,Shipped,COD,10
2619,2024-08-05,Delivered,Debit Card,4
1941,2024-05-15,Shipped,Debit Card,5
1741,2024-01-27,Cancelled,Credit Card,1
813,2024-03-30,Delivered,Debit Card,9
4616,2024-01-28,Pending,Debit Card,1
49,2024-08-05,Shipped,Bank Transfer,10
1191,2024-09-07,Pending,Debit Card,1
3470,2024-04-21,Shipped,Bank Transfer,8
993,2024-08-26,Shipped,Credit Card,3
1493,2024-04-20,Cancelled,Bank Transfer,7
3912,2024-08-17,Cancelled,Debit Card,1
3478,2024-01-09,Cancelled,Bank Transfer,5
1400,2024-01-19,Cancelled,Credit Card,9
2380,2024-02-11,Delivered,Debit Card,3
3975,2024-07-20,Delivered,Bank Transfer,4
818,2024-12-21,Cancelled,Debit Card,2
1243,2024-12-16,Cancelled,Debit Card,10
3322,2024-04-28,Pending,COD,10
1347,2024-10-27,Shipped,Bank Transfer,5
3448,2024-03-10,Pending,Debit Card,3
1356,2024-12-25,Cancelled,COD,1
4291,2024-10-12,Cancelled,Credit Card,8
319,2024-09-23,Shipped,Bank Transfer,8
489,2024-01-15,Cancelled,COD,9
1576,2024-06-16,Pending,COD,9
4716,2024-11-01,Pending,COD,5
4998,2024-08-01,Shipped,Debit Card,2
598,2024-04-29,Delivered,Debit Card,5
475,2024-03-06,Pending,Debit Card,8
3965,2024-08-07,Delivered,Debit Card,1
3291,2024-10-30,Shipped,Debit Card,7
1297,2024-08-20,Shipped,Bank Transfer,6
1863,2024-05-12,Cancelled,Debit Card,8
4544,2024-07-28,Pending,Debit Card,9
1943,2024-07-08,Delivered,Credit Card,1
1724,2024-02-13,Shipped,Debit Card,2
4692,2024-05-18,Cancelled,Bank Transfer,7
1366,2024-12-15,Shipped,Bank Transfer,7
789,2024-04-21,Delivered,Debit Card,6
2025,2024-01-21,Shipped,Bank Transfer,4
1059,2024-10-19,Pending,COD,10
2685,2024-04-22,Cancelled,Bank Transfer,3
1779,2024-09-12,Pending,COD,6
1088,2024-07-28,Shipped,Credit Card,2
673,2024-04-30,Shipped,Bank Transfer,6
3897,2024-01-28,Pending,Credit Card,1
1898,2024-12-20,Cancelled,Bank Transfer,1
559,2024-05-30,Shipped,Debit Card,5
4822,2024-02-27,Delivered,Debit Card,6
4317,2024-10-30,Pending,Credit Card,6
1206,2024-03-10,Shipped,Bank Transfer,10
854,2024-03-08,Delivered,Credit Card,4
2631,2024-05-23,Shipped,Debit Card,5
1518,2024-03-10,Cancelled,COD,1
4084,2024-09-29,Cancelled,Bank Transfer,6
3545,2024-05-01,Cancelled,Bank Transfer,1
4002,2024-03-15,Delivered,COD,1
3944,2024-02-14,Delivered,Credit Card,9
1601,2024-10-14,Shipped,COD,9
166,2024-06-12,Cancelled,Credit Card,3
615,2024-11-10,Cancelled,Debit Card,8
1539,2024-01-25,Shipped,Debit Card,7
576,2024-01-20,Cancelled,COD,7
4653,2024-05-23,Shipped,Bank Transfer,6
1582,2024-01-10,Delivered,Debit Card,1
1724,2024-12-14,Pending,Bank Transfer,1
4092,2024-01-26,Shipped,Bank Transfer,8
3418,2024-11-29,Pending,Debit Card,3
607,2024-01-31,Cancelled,Debit Card,1
1437,2024-08-22,Delivered,COD,3
1183,2024-01-05,Pending,COD,6
691,2024-11-19,Shipped,Credit Card,6
1983,2024-04-18,Shipped,Bank Transfer,10
3783,2024-08-04,Pending,Bank Transfer,7
2347,2024-05-28,Pending,COD,9
3967,2024-05-03,Pending,Debit Card,2
4505,2024-11-12,Pending,COD,1
1827,2024-12-05,Cancelled,COD,3
2845,2024-03-27,Pending,Bank Transfer,3
4354,2024-04-03,Delivered,Credit Card,9
803,2024-01-25,Delivered,COD,3
3579,2024-12-25,Shipped,Credit Card,2
3828,2024-02-01,Pending,Bank Transfer,7
470,2024-12-26,Delivered,Debit Card,6
1785,2024-06-07,Cancelled,Credit Card,9
3576,2024-06-22,Delivered,Bank Transfer,7
3569,2024-03-09,Shipped,Bank Transfer,1
4556,2024-06-07,Pending,COD,7
3301,2024-04-27,Delivered,Bank Transfer,2
4517,2024-06-14,Pending,Debit Card,6
3904,2024-04-04,Shipped,Debit Card,6
3997,2024-07-24,Delivered,Credit Card,7
3768,2024-02-23,Cancelled,COD,9
1094,2024-10-15,Shipped,Debit Card,3
1332,2024-04-13,Pending,Credit Card,9
4329,2024-12-03,Pending,Credit Card,1
186,2024-11-08,Cancelled,Debit Card,10
3367,2024-02-18,Cancelled,Bank Transfer,7
2190,2024-02-23,Delivered,Debit Card,1
2436,2024-04-20,Cancelled,COD,9
4250,2024-07-04,Cancelled,COD,1
3350,2024-01-12,Delivered,Credit Card,7
3615,2024-06-29,Shipped,Bank Transfer,3
4513,2024-01-21,Shipped,COD,5
4137,2024-09-07,Delivered,Bank Transfer,9
3060,2024-04-13,Delivered,COD,7
3308,2024-05-25,Shipped,Bank Transfer,9
4407,2024-01-04,Cancelled,COD,5
3013,2024-07-02,Delivered,Bank Transfer,7
4546,2024-02-13,Pending,COD,9
3198,2024-01-25,Cancelled,Credit Card,4
207,2024-06-07,Cancelled,Bank Transfer,3
3021,2024-07-10,Delivered,Bank Transfer,2
4920,2024-11-30,Delivered,COD,1
2862,2024-12-13,Delivered,Bank Transfer,5
2994,2024-04-07,Cancelled,COD,10
3514,2024-11-08,Shipped,Bank Transfer,2
746,2024-05-07,Pending,COD,10
336,2024-10-07,Delivered,Debit Card,6
2770,2024-08-10,Pending,Credit Card,4
4705,2024-08-05,Delivered,Credit Card,5
3989,2024-02-19,Delivered,Bank Transfer,2
3033,2024-10-06,Pending,Bank Transfer,5
2427,2024-04-18,Shipped,COD,9
3066,2024-03-26,Cancelled,Debit Card,3
2146,2024-02-16,Pending,Bank Transfer,5
2293,2024-10-15,Pending,COD,4
925,2024-01-31,Pending,COD,1
2730,2024-05-18,Cancelled,COD,7
62,2024-11-01,Pending,Credit Card,5
2002,2024-08-19,Delivered,COD,5
2801,2024-09-30,Pending,COD,5
2154,2024-11-18,Shipped,Bank Transfer,2
4047,2024-05-28,Delivered,Debit Card,5
1732,2024-08-03,Cancelled,Debit Card,2
4522,2024-10-12,Pending,COD,1
3285,2024-12-16,Pending,COD,1
2543,2024-06-24,Cancelled,Bank Transfer,8
4257,2024-04-30,Delivered,COD,1
3695,2024-01-06,Delivered,Credit Card,3
1491,2024-05-29,Cancelled,Debit Card,5
1803,2024-12-23,Delivered,COD,3
4951,2024-10-28,Pending,Credit Card,2
1731,2024-11-04,Cancelled,Credit Card,9
3445,2024-01-05,Cancelled,COD,7
1526,2024-09-22,Delivered,COD,8
3762,2024-03-25,Cancelled,Credit Card,3
2359,2024-06-26,Pending,Debit Card,3
4049,2024-06-07,Cancelled,Debit Card,6
1714,2024-07-14,Cancelled,Bank Transfer,5
3135,2024-07-23,Delivered,Bank Transfer,2
4598,2024-02-15,Delivered,COD,6
1998,2024-09-22,Pending,Credit Card,3
822,2024-02-15,Delivered,COD,8
1443,2024-06-02,Shipped,COD,9
19,2024-12-17,Pending,Debit Card,8
4033,2024-04-16,Cancelled,Credit Card,1
1898,2024-09-18,Shipped,Bank Transfer,4
4201,2024-12-29,Pending,Credit Card,8
3844,2024-01-14,Delivered,Credit Card,3
391,2024-12-04,Cancelled,Debit Card,7
2668,2024-02-16,Delivered,Credit Card,10
2175,2024-10-15,Pending,Bank Transfer,2
1485,2024-04-05,Delivered,Credit Card,5
2968,2024-01-24,Pending,Debit Card,8
2958,2024-12-21,Cancelled,Debit Card,6
3758,2024-10-01,Pending,Credit Card,3
4289,2024-03-29,Shipped,Debit Card,2
1385,2024-05-20,Shipped,Credit Card,1
1449,2024-03-22,Shipped,Debit Card,7
2578,2024-04-29,Cancelled,Debit Card,9
3118,2024-02-21,Pending,Credit Card,7
68,2024-08-28,Cancelled,Debit Card,6
3123,2024-03-31,Shipped,Bank Transfer,10
1517,2024-02-13,Delivered,COD,1
627,2024-01-24,Delivered,Bank Transfer,9
1939,2024-06-10,Shipped,COD,4
3077,2024-11-14,Shipped,Bank Transfer,10
809,2024-09-24,Pending,Bank Transfer,9
4706,2024-03-03,Delivered,Credit Card,8
4103,2024-03-25,Cancelled,Debit Card,4
4220,2024-04-24,Pending,Debit Card,4
2594,2024-06-17,Delivered,Debit Card,4
86,2024-02-27,Delivered,Credit Card,10
1483,2024-08-10,Pending,COD,1
1059,2024-12-20,Shipped,Debit Card,9
1606,2024-08-14,Pending,COD,2
4438,2024-07-19,Delivered,COD,1
2040,2024-09-12,Cancelled,Bank Transfer,2
3115,2024-04-05,Pending,Bank Transfer,4
1592,2024-10-27,Cancelled,Credit Card,4
2378,2024-12-08,Shipped,Debit Card,5
702,2024-10-02,Pending,Credit Card,8
4280,2024-07-18,Shipped,Debit Card,1
4091,2024-09-04,Pending,Credit Card,1
1602,2024-06-30,Pending,COD,5
166,2024-05-07,Cancelled,Bank Transfer,2
1687,2024-11-22,Shipped,COD,3
4056,2024-12-22,Pending,Credit Card,7
2248,2024-03-01,Shipped,COD,10
4473,2024-05-03,Pending,Debit Card,10
43,2024-07-19,Shipped,COD,8
4631,2024-03-08,Cancelled,Debit Card,7
1181,2024-07-26,Shipped,Credit Card,10
3131,2024-03-06,Shipped,Bank Transfer,4
4096,2024-02-16,Shipped,Credit Card,6
2513,2024-10-14,Delivered,COD,5
4544,2024-08-09,Delivered,Bank Transfer,9
211,2024-11-22,Cancelled,COD,10
1252,2024-12-24,Shipped,Credit Card,5
4350,2024-08-07,Cancelled,Credit Card,7
2224,2024-06-11,Delivered,Credit Card,9
3408,2024-09-15,Pending,Debit Card,6
3225,2024-12-02,Pending,Debit Card,8
1081,2024-01-22,Shipped,Credit Card,2
426,2024-10-18,Pending,Bank Transfer,3
3824,2024-12-16,Cancelled,Bank Transfer,5
1568,2024-08-29,Shipped,Credit Card,10
1938,2024-05-08,Delivered,COD,10
286,2024-12-12,Shipped,Bank Transfer,10
946,2024-11-17,Cancelled,Debit Card,9
2913,2024-02-05,Cancelled,Bank Transfer,6
3903,2024-05-12,Cancelled,Debit Card,4
3973,2024-02-18,Delivered,Bank Transfer,3
4105,2024-07-17,Delivered,Debit Card,7
4197,2024-09-30,Cancelled,Credit Card,6
238,2024-07-08,Shipped,Bank Transfer,5
3814,2024-06-10,Pending,Credit Card,2
4617,2024-11-30,Shipped,Debit Card,7
3988,2024-09-18,Shipped,COD,7
479,2024-11-13,Pending,COD,2
3033,2024-06-07,Cancelled,Credit Card,5
4579,2024-09-18,Shipped,COD,9
2142,2024-10-18,Shipped,COD,9
3606,2024-08-11,Pending,COD,5
4458,2024-11-22,Pending,Debit Card,7
1884,2024-03-16,Shipped,Credit Card,5
4771,2024-11-21,Shipped,COD,3
481,2024-06-30,Shipped,Bank Transfer,7
3257,2024-01-20,Delivered,COD,7
2897,2024-03-10,Delivered,Debit Card,2
4900,2024-01-25,Shipped,COD,7
4987,2024-05-19,Cancelled,Credit Card,7
2149,2024-08-10,Pending,Debit Card,3
3552,2024-06-28,Cancelled,COD,3
666,2024-10-14,Cancelled,Debit Card,5
2213,2024-06-24,Shipped,Bank Transfer,8
2920,2024-03-10,Cancelled,Debit Card,9
4987,2024-08-28,Delivered,Bank Transfer,5
3425,2024-03-29,Pending,Bank Transfer,4
4142,2024-10-30,Pending,Bank Transfer,5
1437,2024-10-22,Delivered,COD,4
3893,2024-05-10,Delivered,Credit Card,10
440,2024-09-19,Delivered,Credit Card,9
571,2024-05-21,Delivered,COD,10
3838,2024-03-23,Cancelled,Credit Card,6
1383,2024-11-22,Shipped,Credit Card,3
260,2024-11-30,Pending,Credit Card,7
3906,2024-12-22,Cancelled,Credit Card,6
1303,2024-10-06,Shipped,Debit Card,7
3877,2024-12-09,Shipped,Debit Card,9
3686,2024-03-14,Delivered,COD,4
4079,2024-02-03,Delivered,Debit Card,6
2128,2024-10-20,Shipped,COD,3
4481,2024-11-04,Shipped,Bank Transfer,2
2803,2024-10-09,Pending,COD,2
2738,2024-01-10,Shipped,Credit Card,2
4698,2024-02-09,Cancelled,COD,8
1264,2024-06-16,Pending,Credit Card,5
3727,2024-04-24,Cancelled,Debit Card,4
456,2024-08-31,Shipped,Credit Card,3
1625,2024-03-09,Cancelled,Debit Card,1
2232,2024-03-20,Pending,Credit Card,6
1942,2024-06-19,Cancelled,COD,5
4279,2024-06-08,Cancelled,Debit Card,10
306,2024-01-05,Pending,Credit Card,5
1917,2024-02-25,Cancelled,Credit Card,10
4889,2024-12-13,Shipped,Bank Transfer,4
1230,2024-07-15,Delivered,Bank Transfer,5
2980,2024-02-19,Pending,Bank Transfer,10
1627,2024-09-27,Cancelled,COD,1
319,2024-11-08,Pending,Credit Card,6
4154,2024-01-13,Shipped,Credit Card,2
4714,2024-01-07,Delivered,COD,10
3536,2024-09-20,Delivered,Credit Card,4
1407,2024-07-14,Shipped,COD,9
465,2024-05-25,Cancelled,Bank Transfer,4
481,2024-11-13,Pending,Credit Card,10
4166,2024-01-21,Shipped,COD,9
1633,2024-10-28,Delivered,COD,2
3691,2024-10-31,Cancelled,Bank Transfer,10
1477,2024-04-11,Cancelled,Credit Card,7
1936,2024-11-12,Delivered,Credit Card,5
2332,2024-12-27,Delivered,Debit Card,9
2268,2024-07-29,Shipped,Debit Card,3
2964,2024-10-05,Shipped,Credit Card,5
3685,2024-01-05,Pending,Debit Card,1
2704,2024-03-17,Shipped,Debit Card,1
1390,2024-02-09,Shipped,Bank Transfer,4
940,2024-09-26,Shipped,Bank Transfer,7
75,2024-08-29,Shipped,Bank Transfer,7
4019,2024-05-05,Delivered,COD,4
1644,2024-09-07,Delivered,Bank Transfer,7
2273,2024-05-19,Pending,Debit Card,1
1528,2024-03-31,Shipped,COD,7
1974,2024-03-24,Shipped,Credit Card,6
2080,2024-02-12,Cancelled,Debit Card,8
